nm_municipio;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_sit_totalizacao;aa_eleicao;qt_votos_nom_validos;qt_votos_concorrentes
CHAPADA DO NORTE;Vereador;36999;CARLOS EDUARDO APARECIDO SOARES;CARLOS;AGIR;Eleito;2024;339;6490
CHAPADA DO NORTE;Vereador;33555;RODRIGO DOS SANTOS SOUSA;RODRIGO DE TE PITEIRA;MOBILIZA;Eleito;2024;320;6490
CHAPADA DO NORTE;Vereador;33333;SAMUEL SANTIAGO OLIVEIRA CORDEIRO;SAMUEL DE DOUTOR JUNINHO;MOBILIZA;Eleito;2024;320;6490
CHAPADA DO NORTE;Vereador;55555;MAURICIO SANTANA DE MATOS;MAURICIO SANTANA;PSD;Eleito;2024;300;6490
CHAPADA DO NORTE;Vereador;36888;AILTON JOAQUIM DE JESUS;AILTON DA LOJA;AGIR;Eleito;2024;298;6490
CHAPADA DO NORTE;Vereador;10000;JOSÉ JOÃO EMETÉRIO;ZÉ EMETÉRIO;REPUBLICANOS;Eleito;2024;280;6490
CHAPADA DO NORTE;Vereador;77555;EVALDO GONCALVES PEREIRA;EVALDO DO ONIBUS;SOLIDARIEDADE;Eleito;2024;216;6490
CHAPADA DO NORTE;Vereador;55222;VALDEMIR SOARES PEREIRA;BOCAIS;PSD;Eleito;2024;213;6490
CHAPADA DO NORTE;Vereador;33222;MANOEL RODRIGUES DOS SANTOS JUNIOR;MANELIN DE MANOEL BRANCO;MOBILIZA;Eleito;2024;206;6490
CHAPADA GAÚCHA;Vereador;10123;VICENTE GONCALVES DE ALMEIDA;VICENTE ALMEIDA;REPUBLICANOS;Eleito;2024;609;7479
CHAPADA GAÚCHA;Vereador;12789;CLAILSON DE OLIVEIRA CHAVES;CLAILSON CHAVES;PDT;Eleito;2024;320;7479
CHAPADA GAÚCHA;Vereador;55000;INALDO DA SILVA BARBOSA;INALDO BARBOSA;PSD;Eleito;2024;282;7479
CHAPADA GAÚCHA;Vereador;20777;RAIANE PEREIRA MULLER;RAIANE MULLER;PODE;Eleito;2024;272;7479
CHAPADA GAÚCHA;Vereador;10000;PASCOAL DE FARIAS DURÃES;PASCOAL;REPUBLICANOS;Eleito;2024;254;7479
CHAPADA GAÚCHA;Vereador;20700;LUANA GOMES DA SILVA;LUANA SILVA;PODE;Eleito;2024;246;7479
CHAPADA GAÚCHA;Vereador;40444;JAZILMA GONÇALVES CHAVES;JAZILMA;PSB;Eleito;2024;240;7479
CHAPADA GAÚCHA;Vereador;11011;MAURO BELEGANTE;MAURO BELEGANTE;PP;Eleito;2024;192;7479
CHAPADA GAÚCHA;Vereador;55123;JAMERSON BARBOSA MACEDO;JAMERSON ENFERMEIRO;PSD;Eleito;2024;188;7479
CHIADOR;Vereador;20222;FILIPE DE SOUZA CARNEIRO;FILIPE DO QUIOSQUE;PODE;Eleito;2024;242;2904
CHIADOR;Vereador;44444;LUIS CLAUDIO ANTUNES VIANA;RATO DO GÁS;UNIÃO;Eleito;2024;232;2904
CHIADOR;Vereador;44666;PAULO HENRIQUE DA CONCEIÇÃO VIEIRA;PAULO HENRIQUE;UNIÃO;Eleito;2024;151;2904
CHIADOR;Vereador;13123;GUSTAVO MARQUES DE ALMEIDA;GUSTAVO ALMEIDA;PT;Eleito;2024;142;2904
CHIADOR;Vereador;45133;GILMAR XAVIER;GILMAR;PSDB;Eleito;2024;142;2904
CHIADOR;Vereador;45123;ERIC GONÇALVES DA SILVA;ERIC;PSDB;Eleito;2024;136;2904
CHIADOR;Vereador;13456;MAURICIO BARBOSA MONTEIRO;MAURICIO;PT;Eleito;2024;102;2904
CHIADOR;Vereador;45222;GUILHERME NASCIMENTO SILVA;GUILHERME DE SAPUCAIA DE MINAS;PSDB;Eleito;2024;101;2904
CHIADOR;Vereador;70007;LUCIANO CARIAS FLORES;LUCIANO DA BARBARA;AVANTE;Eleito;2024;76;2904
CHÁCARA;Vereador;77123;LUIZ ALBERTO DUQUE;LUIZINHO DO CACÁ;SOLIDARIEDADE;Eleito;2024;297;3854
CHÁCARA;Vereador;22333;LUIZ FELIPE AUGUSTO BARRETO;LUIZ FELIPE DA GRAZIELY;PL;Eleito;2024;248;3854
CHÁCARA;Vereador;22115;BRUNO FERNANDES DE MORAIS;BRUNO FERNANDES;PL;Eleito;2024;227;3854
CHÁCARA;Vereador;25789;WAGNER FERNANDO DUQUE;WAGUINHO DO QUITO;PRD;Eleito;2024;219;3854
CHÁCARA;Vereador;22622;JUNIOR MACHADO COELHO;JÚNIOR MACHADO;PL;Eleito;2024;208;3854
CHÁCARA;Vereador;77610;JERRI ADRIANE FELIZARDO;JERRI;SOLIDARIEDADE;Eleito;2024;197;3854
CHÁCARA;Vereador;25222;CLAUDIA OTELINA DA COSTA;CLAUDIA COSTA;PRD;Eleito;2024;194;3854
CHÁCARA;Vereador;40211;JOAQUIM ADILSON ROCHA;CARINHOSO;PSB;Eleito;2024;171;3854
CHÁCARA;Vereador;11234;VANDERLI DA SILVA;TAZINHO;PP;Eleito;2024;149;3854
CIPOTÂNEA;Vereador;18777;MÁRCIO LUZIA PEREIRA;MARCINHO;REDE;Eleito;2024;294;4600
CIPOTÂNEA;Vereador;36789;VALÉRIA GROSSI GOULART;VALERIA DO ZEZINHO;AGIR;Eleito;2024;241;4600
CIPOTÂNEA;Vereador;25123;JOSÉ CAETANO MOREIRA;ZÉ DO ZIM;PRD;Eleito;2024;233;4600
CIPOTÂNEA;Vereador;11500;EDILEI LOPES MOREIRA;BATATINHA;PP;Eleito;2024;222;4600
CIPOTÂNEA;Vereador;11123;ROBERTO CARLOS LOPES;CARLINHOS CHUMBADO;PP;Eleito;2024;220;4600
CIPOTÂNEA;Vereador;13222;DIVANIL DOS SANTOS MOREIRA;NECO DO HOSPITAL;PT;Eleito;2024;202;4600
CIPOTÂNEA;Vereador;25333;JOÃO TEIXEIRA GUIMARÃES NETO;NEM DA PADARIA;PRD;Eleito;2024;173;4600
CIPOTÂNEA;Vereador;13234;CAETANO CUSTÓDIO MOREIRA;TANIN DO GERALDO NICO;PT;Eleito;2024;172;4600
CIPOTÂNEA;Vereador;18123;DONIZETHE RAIMUNDO PEREIRA;DONIZETHE DA SÃO;REDE;Eleito;2024;123;4600
CLARAVAL;Vereador;70555;HONOROALDE CARRIJO SILVÉRIO;HONOROALDE NONO;AVANTE;Eleito;2024;341;4319
CLARAVAL;Vereador;77777;ROBERTA MOREIRA DE FREITAS CINTRA;ROBERTA SOBRINHA DR PAULO;SOLIDARIEDADE;Eleito;2024;301;4319
CLARAVAL;Vereador;77555;NILSON MARTINS DA SILVA;NILSON PORCO;SOLIDARIEDADE;Eleito;2024;208;4319
CLARAVAL;Vereador;77888;CARLOS CÉSAR CINTRA;CÉSAR DO PARADA;SOLIDARIEDADE;Eleito;2024;197;4319
CLARAVAL;Vereador;70690;CARLOS PIRES DE LIMA;CARIOCA;AVANTE;Eleito;2024;176;4319
CLARAVAL;Vereador;15000;GABRIELA ANANDA NEVES BORGES;GABRIELA ANANDA;MDB;Eleito;2024;175;4319
CLARAVAL;Vereador;15100;WILLIAN DIAS CUNHA DA FONSECA;WILLIAN DO ZÉ LICA;MDB;Eleito;2024;133;4319
CLARAVAL;Vereador;22122;LUIS CRISTINO BORGES;LUIZINHO CÂNDIDO;PL;Eleito;2024;133;4319
CLARAVAL;Vereador;44444;SEBASTIÃO DA SILVA CINTRA;TIÃOZINHO DO BAR;UNIÃO;Eleito;2024;106;4319
CLARO DOS POÇÕES;Vereador;11111;ROGERIO GONÇALVES DA SILVA;ROGÉRIO SILVA;PP;Eleito;2024;407;6488
CLARO DOS POÇÕES;Vereador;11123;EMERSON GONÇALVES DE SOUZA;NENÉM ;PP;Eleito;2024;394;6488
CLARO DOS POÇÕES;Vereador;70111;ERIVALDO AURELIANO CARDOSO FONSECA;ERIM CARDOSO;AVANTE;Eleito;2024;356;6488
CLARO DOS POÇÕES;Vereador;44000;OSVALDO DA SILVA ROSA;VALDO VITALINO;UNIÃO;Eleito;2024;327;6488
CLARO DOS POÇÕES;Vereador;15456;JOSIMAR VICENTE DA SILVA;ZIMAR VICENTE;MDB;Eleito;2024;283;6488
CLARO DOS POÇÕES;Vereador;44369;RAIMUNDO FONSECA JUNIOR;JUNIOR DA SAÚDE;UNIÃO;Eleito;2024;269;6488
CLARO DOS POÇÕES;Vereador;70555;FABRICIO SOARES FERNANDES;TECÃO;AVANTE;Eleito;2024;269;6488
CLARO DOS POÇÕES;Vereador;25222;JOSÉ GONÇALVES FERNANDES;ZÉ BARROQUINHA;PRD;Eleito;2024;224;6488
CLARO DOS POÇÕES;Vereador;13333;GELSON RONALDO FONSECA;RONY CARDOSO ;PT;Eleito;2024;165;6488
CLÁUDIO;Vereador;45555;FERNANDO QUINTO OLIVEIRA GONÇALVES ROCHA TOLENTINO;FERNANDO TOLENTINO;PSDB;Eleito;2024;1149;16723
CLÁUDIO;Vereador;20000;TANCREDO ALADIM ROCHA TOLENTINO;KEDO TOLENTINO;PODE;Eleito;2024;785;16723
CLÁUDIO;Vereador;70123;REGINALDO SANTOS DE OLIVEIRA;SIMENTAL;AVANTE;Eleito;2024;706;16723
CLÁUDIO;Vereador;12000;DARLEY OLIVEIRA LOPES;DARLEY LOPES;PDT;Eleito;2024;612;16723
CLÁUDIO;Vereador;40470;GERALDO LÁZARO DOS SANTOS;TINDORA DO CHICO VILAÇA;PSB;Eleito;2024;578;16723
CLÁUDIO;Vereador;22601;MAURILO MARCELINO TOMAZ;MAURILO  DO SINDICATO;PL;Eleito;2024;541;16723
CLÁUDIO;Vereador;12200;JOAQUIM ENIVALDO ROCHA DA SILVA;NIVALDO PEDREIRO;PDT;Eleito;2024;535;16723
CLÁUDIO;Vereador;70444;FREDERICO AMORIM MELO DE SOUZA;FREDERICO AMORIM;AVANTE;Eleito;2024;480;16723
CLÁUDIO;Vereador;22888;EVANDRO DA SILVA OLIVEIRA;EVANDRO DA AMBULÂNCIA;PL;Eleito;2024;455;16723
CLÁUDIO;Vereador;10110;CÁSSIO SOARES DAVID AMORIM;KAKÁ AMORIM;REPUBLICANOS;Eleito;2024;357;16723
CLÁUDIO;Vereador;45999;ROSÂNGELA MARIA RAMOS E SANTOS;ROSÂNGELA DA ESCOLA;PSDB;Eleito;2024;342;16723
COIMBRA;Vereador;44444;GERALDO FÁBIO DA SILVA;GERALDINHO SILVA;UNIÃO;Eleito;2024;377;5437
COIMBRA;Vereador;10000;LUIZ AUGUSTO AGUIAR ALBINO;LUIZ AUGUSTO;REPUBLICANOS;Eleito;2024;239;5437
COIMBRA;Vereador;40240;JAIME DE ANDRADE FAUSTINO;JAIMINHO DO DOCA;PSB;Eleito;2024;223;5437
COIMBRA;Vereador;10123;MACIEL DE FREITAS SILVA BRAGA;MACIEL BRAGA;REPUBLICANOS;Eleito;2024;217;5437
COIMBRA;Vereador;55610;ANTONIO CEZAR FRANCO;CEZAR DO MARENGO;PSD;Eleito;2024;210;5437
COIMBRA;Vereador;11123;VALMIR DIVINO DA SILVA;VALMIR FONSECA;PP;Eleito;2024;195;5437
COIMBRA;Vereador;11011;ERINALDO DE SOUZA OLIVEIRA;NALDINHO;PP;Eleito;2024;163;5437
COIMBRA;Vereador;40123;FRANCISCO HELVÉCIO VIEIRA DA SILVA;CHICO VIEIRA;PSB;Eleito;2024;152;5437
COIMBRA;Vereador;70000;JARDEL CARLOS GOMES;JARDEL GOMES;AVANTE;Eleito;2024;145;5437
COLUNA;Vereador;70777;IDEL SIDNEY GONÇALVES SILVEIRA;IDEL;AVANTE;Eleito;2024;321;5056
COLUNA;Vereador;15222;ROMARIO LOURENÇO LEAL;ROMARIO LOURENÇO LEAL;MDB;Eleito;2024;305;5056
COLUNA;Vereador;55555;LOURIVALDO EUZEBIO DE VASCONCELOS;LOURIVALDO VASCONSELOS;PSD;Eleito;2024;301;5056
COLUNA;Vereador;70070;FERNANDO FRANCISCO SILVA GOMES;FERNANDO DO BAIXINHO;AVANTE;Eleito;2024;266;5056
COLUNA;Vereador;20234;EDIMAR RIBEIRO;EDIMAR MOTO TAXI;PODE;Eleito;2024;265;5056
COLUNA;Vereador;15888;REGINALDO SANTOS SIMÃO;REGINALDO DOS PIAUS;MDB;Eleito;2024;254;5056
COLUNA;Vereador;70555;DANILO ALVES LOPES;DANILINHO;AVANTE;Eleito;2024;217;5056
COLUNA;Vereador;20123;MARIA LUCIA MAURICIO DA CRUZ;LUCIA DO SINDICATO;PODE;Eleito;2024;210;5056
COLUNA;Vereador;13111;CECÍLIA SILVA ALVES;PROFESSORA CECÍLIA;PT;Eleito;2024;105;5056
COMENDADOR GOMES;Vereador;11100;LEANDRO SILVA FERREIRA;LEANDRINHO;PP;Eleito;2024;234;2481
COMENDADOR GOMES;Vereador;11333;CLAUDIMUNDO NEVES DE JESUS;CLAUDINHO BAIANINHO;PP;Eleito;2024;169;2481
COMENDADOR GOMES;Vereador;44140;YGOR RIPOZATTI TERRA;YGOR RIPOZZATI;UNIÃO;Eleito;2024;158;2481
COMENDADOR GOMES;Vereador;11190;SÍLVIO REQUIÃO;SARGENTO REQUIÃO;PP;Eleito;2024;157;2481
COMENDADOR GOMES;Vereador;11111;WALTER DE CASTRO NUNES FILHO;WALTIM;PP;Eleito;2024;123;2481
COMENDADOR GOMES;Vereador;22222;EDMILSON LUIS BORGES GONÇALVES;EDMILSON DO ÔNIBUS;PL;Eleito;2024;120;2481
COMENDADOR GOMES;Vereador;10123;LUIZ DUARTE;CUECA;REPUBLICANOS;Eleito;2024;113;2481
COMENDADOR GOMES;Vereador;11123;DANIEL DOS SANTOS JÚNIOR;DANIEL DO PROJETO;PP;Eleito;2024;101;2481
COMENDADOR GOMES;Vereador;40190;ANIRON PEREIRA DA COSTA JÚNIOR;ANIRON;PSB;Eleito;2024;100;2481
COMERCINHO;Vereador;70888;MARCIO DIAS PEREIRA;MARCIO DIAS MÃEZINHA;AVANTE;Eleito;2024;323;4868
COMERCINHO;Vereador;70555;EVANDRO ALVES FRANCA;EVANDO DE ZÉ COAN;AVANTE;Eleito;2024;304;4868
COMERCINHO;Vereador;10123;SALETE PEREIRA ALVES;SALETE DO SINDICATO;REPUBLICANOS;Eleito;2024;265;4868
COMERCINHO;Vereador;13123;EDER JOSÉ COSTA DOS SANTOS;EDER DA SAÚDE;PT;Eleito;2024;227;4868
COMERCINHO;Vereador;55123;EMANOEL PEREIRA PATENTE;MANOEL MARIA DE ADALIO;PSD;Eleito;2024;224;4868
COMERCINHO;Vereador;70000;SIRLANO DOURADO ALVES;SUPER 10;AVANTE;Eleito;2024;221;4868
COMERCINHO;Vereador;70123;CLECIO MACHADO LIMA;KEKA;AVANTE;Eleito;2024;182;4868
COMERCINHO;Vereador;13000;IZAEL COELHO DE OLIVEIRA;IZAEL COELHO;PT;Eleito;2024;178;4868
COMERCINHO;Vereador;10222;JOSÉ APARECIDO ALVES DA SILVA;ZÉ DA FUNERÁRIA;REPUBLICANOS;Eleito;2024;130;4868
CONCEIÇÃO DA APARECIDA;Vereador;22345;NILTON ITAMAR DA SILVA;NILTÃO DO ONIBUS;PL;Eleito;2024;724;6624
CONCEIÇÃO DA APARECIDA;Vereador;11250;EMERSON TADEU DA SILVA;EMERSON ENFERMEIRO;PP;Eleito;2024;484;6624
CONCEIÇÃO DA APARECIDA;Vereador;55555;JOÃO DONIZETI DE OLIVEIRA;JOÃO RAMBO;PSD;Eleito;2024;475;6624
CONCEIÇÃO DA APARECIDA;Vereador;22900;ISAIAS TEIXEIRA DA COSTA;ISAIAS TEIXEIRA;PL;Eleito;2024;428;6624
CONCEIÇÃO DA APARECIDA;Vereador;10200;COSME DAMIÃO DA SILVA BARBOSA;COSME DAS PANELAS;REPUBLICANOS;Eleito;2024;297;6624
CONCEIÇÃO DA APARECIDA;Vereador;45690;LUIZ FERNANDO GOMES JUVENCIO;LUIZ FERNANDO;PSDB;Eleito;2024;291;6624
CONCEIÇÃO DA APARECIDA;Vereador;10000;LUCAS BASTOS SILVA;LUCAS BASTOS;REPUBLICANOS;Eleito;2024;270;6624
CONCEIÇÃO DA APARECIDA;Vereador;55123;RODRIGO MATOS ANTONIO;RODRIGO MAMÃO;PSD;Eleito;2024;202;6624
CONCEIÇÃO DA APARECIDA;Vereador;22200;NILTON CLOVIS DA SILVA;NILTINHO  DA PITANGUEIRA;PL;Eleito;2024;182;6624
CONCEIÇÃO DA BARRA DE MINAS;Vereador;55123;JOSE TADEU DE SOUZA JUNIOR;JUNINHO DO TADEU;PSD;Eleito;2024;293;3336
CONCEIÇÃO DA BARRA DE MINAS;Vereador;70777;LEANDRO MAURO RESENDE;LEANDRO MAURO;AVANTE;Eleito;2024;287;3336
CONCEIÇÃO DA BARRA DE MINAS;Vereador;55555;MARCOS ROMERO DA SILVA JUNIOR;MARCOS JUNIOR DOUTOR;PSD;Eleito;2024;193;3336
CONCEIÇÃO DA BARRA DE MINAS;Vereador;25234;ROGERIO FRANCISCO DE SERPA;ROGERIO SERPA;PRD;Eleito;2024;186;3336
CONCEIÇÃO DA BARRA DE MINAS;Vereador;45555;RENATO MAURO DA SILVA JUNIOR;RENATO JR, NETO DA LECA;PSDB;Eleito;2024;177;3336
CONCEIÇÃO DA BARRA DE MINAS;Vereador;70200;ANTONIO VANDERLEI DE ANDRADE;LELEI ANDRADE;AVANTE;Eleito;2024;149;3336
CONCEIÇÃO DA BARRA DE MINAS;Vereador;25123;SEBASTIÃO DE MATOS TEIXEIRA;TÃO;PRD;Eleito;2024;149;3336
CONCEIÇÃO DA BARRA DE MINAS;Vereador;45123;JOSEMAR DO CARMO;JOSEMAR DO ZÉ DO ORLANDO;PSDB;Eleito;2024;129;3336
CONCEIÇÃO DA BARRA DE MINAS;Vereador;70123;RENATO LOPES PEREIRA;RENATO LOPES;AVANTE;Eleito;2024;112;3336
CONCEIÇÃO DAS ALAGOAS;Vereador;15614;JOSIANE MENDES DA SILVA;JOSIANE DA SAÚDE;MDB;Eleito;2024;1386;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;44610;ALTIERIS FLÁVIO GONÇALVES MACIEL;ALTIERIS MALAKA;UNIÃO;Eleito;2024;942;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;77222;MARCO TULIO DONIZETE SILVA;PROFESSOR MARCO TÚLIO;SOLIDARIEDADE;Eleito;2024;819;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;15123;VANTUIR NELSON SIQUEIRA COSTA;VANTUIR BIBI;MDB;Eleito;2024;811;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;15555;GILIARDE PEREIRA ALVES;GILIARDE TAXISTA;MDB;Eleito;2024;795;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;44444;MARCIO DE OLIVEIRA;MARCINHO DO CHOPÃO;UNIÃO;Eleito;2024;792;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;15700;MURILLO GABRIEL BORGES SILVA;MURILLO;MDB;Eleito;2024;675;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;44000;HUGO JORGE DE SOUSA FREITAS;HUGUINHO DO SILVIO JORGE;UNIÃO;Eleito;2024;657;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;77015;JULIO CESAR DIAS CAMPOS;JULIO CESAR BAGUNÇA;SOLIDARIEDADE;Eleito;2024;628;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;77200;VALNILSON SANTANA DA SILVA;CABEÇÃO TURISMO;SOLIDARIEDADE;Eleito;2024;618;14962
CONCEIÇÃO DAS ALAGOAS;Vereador;11555;GUSTAVO CARVALHO BORGES;GUTIM DO NATAL;PP;Eleito;2024;554;14962
CONCEIÇÃO DAS PEDRAS;Vereador;44777;JOSÉ DONIZETTE INOCÊNCIO;ZETINHO DA LAVRA;UNIÃO;Eleito;2024;185;2479
CONCEIÇÃO DAS PEDRAS;Vereador;44123;FERNANDA MARIA OLIVEIRA COSTA;FERNANDINHA;UNIÃO;Eleito;2024;182;2479
CONCEIÇÃO DAS PEDRAS;Vereador;11123;JOSÉ GABRIEL DE FARIA;ZÉ DO GIDIO;PP;Eleito;2024;173;2479
CONCEIÇÃO DAS PEDRAS;Vereador;77150;RIVALDO JOSE REIS CARVALHO;GASOLINA;SOLIDARIEDADE;Eleito;2024;157;2479
CONCEIÇÃO DAS PEDRAS;Vereador;77456;RAMON ALMEIDA CAETANO;RAMON;SOLIDARIEDADE;Eleito;2024;122;2479
CONCEIÇÃO DAS PEDRAS;Vereador;77345;BENEDITO CARLOS DA SILVA;DITINHO DO JOÃO CÂNDIDO;SOLIDARIEDADE;Eleito;2024;112;2479
CONCEIÇÃO DAS PEDRAS;Vereador;10123;RAIMUNDO ELI DE FARIA;ELI;REPUBLICANOS;Eleito;2024;110;2479
CONCEIÇÃO DAS PEDRAS;Vereador;11222;JOSE ADILSON RODRIGUES;PEIXOTO;PP;Eleito;2024;101;2479
CONCEIÇÃO DAS PEDRAS;Vereador;44444;CARLOS RAFAEL LIMA RAMIREZ DE OLIVEIRA;CARVÃOZINHO;UNIÃO;Eleito;2024;99;2479
CONCEIÇÃO DE IPANEMA;Vereador;45555;MARCOS JOSE ABDALA MASCARENHAS;MARQUINHOS;PSDB;Eleito;2024;317;4017
CONCEIÇÃO DE IPANEMA;Vereador;70000;ALCENIR HERINGER DE SOUZA;ALCENIR LOURO;AVANTE;Eleito;2024;311;4017
CONCEIÇÃO DE IPANEMA;Vereador;10333;CREUZA MATOS DA SILVA SOARES;CREUZA MÃE DO WAGUINHO;REPUBLICANOS;Eleito;2024;284;4017
CONCEIÇÃO DE IPANEMA;Vereador;45645;DANIEL DOMINGOS RODRIGUES JUNIOR;JUNINHO DANIEL;PSDB;Eleito;2024;253;4017
CONCEIÇÃO DE IPANEMA;Vereador;70333;ALACILDA FELICISSIMO DE CARVALHO HORSTH;ALACILDA FELICISSIMO;AVANTE;Eleito;2024;211;4017
CONCEIÇÃO DE IPANEMA;Vereador;22222;EMERSON ALVES ALEIXO;EMERSON SALSICHA;PL;Eleito;2024;204;4017
CONCEIÇÃO DE IPANEMA;Vereador;45111;ARILTON JOSE RODRIGUES;ARILTON TOBA;PSDB;Eleito;2024;184;4017
CONCEIÇÃO DE IPANEMA;Vereador;10123;ODAIR JOSE ALVES EMIDIO;ODAIR JOSE;REPUBLICANOS;Eleito;2024;166;4017
CONCEIÇÃO DE IPANEMA;Vereador;22999;PAULO MAGALHAES DE ABREU;PAULINHO ABREU;PL;Eleito;2024;120;4017
CONCEIÇÃO DO MATO DENTRO;Vereador;15123;JOAO MARCOS OTONI SEABRA DE SOUZA;JOÃO MARCOS;MDB;Eleito;2024;783;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;55888;HAMILTON OLIVEIRA SILVA;BAIXINHO DA TAPERA;PSD;Eleito;2024;506;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;15000;IVETE OTONI SANTA BÁRBARA DE ABREU;IVETE OTONI;MDB;Eleito;2024;486;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;40111;MARCELO SOUZA DUARTE;MARCELINHO DA BREJAÚBA;PSB;Eleito;2024;419;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;40777;ROMULO MICHELL DO CARMO FERNANDES;ROMULO BOY;PSB;Eleito;2024;401;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;12333;HENRIQUE FLORIANO COSTA;HENRIQUE FLORIANO;PDT;Eleito;2024;392;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;12789;SILVIO SILVÉRIO COSTA;TICO DO SILVERIO;PDT;Eleito;2024;385;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;55123;SIDINEI SEABRA DA SILVA;SIDINEI DAS TRÊS BARRAS;PSD;Eleito;2024;380;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;40123;CLAUDIO SERGIO DA SILVA;CLAUDIO ZOIÃO;PSB;Eleito;2024;309;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;11789;WANDER ROSA DE SANTANA;WANDER DO LAIN;PP;Eleito;2024;307;14412
CONCEIÇÃO DO MATO DENTRO;Vereador;45123;GLEICIERREZ MARTINS DE ARAUJO;GLEICIERREZ MARTINS;PSDB;Eleito;2024;288;14412
CONCEIÇÃO DO PARÁ;Vereador;15000;SAMUEL HENRIQUE FARIA LEMOS;SAMUEL LEMOS;MDB;Eleito;2024;284;4458
CONCEIÇÃO DO PARÁ;Vereador;25000;BRUNO MATEUS DE LACERDA;BRUNO DA DADA ;PRD;Eleito;2024;247;4458
CONCEIÇÃO DO PARÁ;Vereador;11000;JOSÉ MARGARIDO DE ANDRADE;ZÉ DO PEDRINHO;PP;Eleito;2024;211;4458
CONCEIÇÃO DO PARÁ;Vereador;45123;ARCANJO GABRIEL HORTÊNCIO;GABRIEL DA MERCEARIA;PSDB;Eleito;2024;208;4458
CONCEIÇÃO DO PARÁ;Vereador;70123;GERALDO LUCIANO CAMPOS;LUCIANO DA PRATA ;AVANTE;Eleito;2024;204;4458
CONCEIÇÃO DO PARÁ;Vereador;23230;CLEITON COSTA CAETANO;CLEITINHO;CIDADANIA;Eleito;2024;191;4458
CONCEIÇÃO DO PARÁ;Vereador;15789;RAIMUNDO CARLOS LEÃO;CARLINHO LEÃO;MDB;Eleito;2024;169;4458
CONCEIÇÃO DO PARÁ;Vereador;44678;JOSÉ MARIA DE SOUSA;ZÉ MARIA ELETRICISTA;UNIÃO;Eleito;2024;156;4458
CONCEIÇÃO DO PARÁ;Vereador;44111;VINICIO TADEU DA SILVA COELHO;DOUTOR VINICIO;UNIÃO;Eleito;2024;143;4458
CONCEIÇÃO DO RIO VERDE;Vereador;11265;MIRIAM SUELI BERNARDES DA ROCHA;MIRIAM ENFERMEIRA;PP;Eleito;2024;496;7900
CONCEIÇÃO DO RIO VERDE;Vereador;70777;GISANDRA PONCIANO MORAES FERREIRA;GISANDRA DA SAÚDE;AVANTE;Eleito;2024;408;7900
CONCEIÇÃO DO RIO VERDE;Vereador;20300;JOSÉ ROBERTO RIBEIRO PEREIRA;ZÉ ROBERTO DA AMBULÂNCIA;PODE;Eleito;2024;348;7900
CONCEIÇÃO DO RIO VERDE;Vereador;70123;KLEMYLSON BENEDITO GARCIA PAGANELLI;KLEMYLSON PAGANELLI;AVANTE;Eleito;2024;258;7900
CONCEIÇÃO DO RIO VERDE;Vereador;10100;JOSÉ AUGUSTO LUCAS MAIA BALBINO;LUCAS MAIA;REPUBLICANOS;Eleito;2024;250;7900
CONCEIÇÃO DO RIO VERDE;Vereador;11000;PAULO HENRIQUE REIS;PAULINHO REIS;PP;Eleito;2024;243;7900
CONCEIÇÃO DO RIO VERDE;Vereador;12033;LUCIANO DOS REIS BENTO;PROFESSOR LUCIANO;PDT;Eleito;2024;235;7900
CONCEIÇÃO DO RIO VERDE;Vereador;55789;ROBERTO DELMIRO DE LIMA;ROBERTO DO MAPA DA MINA;PSD;Eleito;2024;178;7900
CONCEIÇÃO DO RIO VERDE;Vereador;22345;LINDOMAR PEREIRA DE CARVALHO;LINDOMAR;PL;Eleito;2024;146;7900
CONCEIÇÃO DOS OUROS;Vereador;15777;JÚLIO APARECIDO DA SILVA;JÚLIO DA SAÚDE;MDB;Eleito;2024;560;7613
CONCEIÇÃO DOS OUROS;Vereador;44000;IRINEU RODRIGUES DA SILVA;NEU DO POSTO;UNIÃO;Eleito;2024;496;7613
CONCEIÇÃO DOS OUROS;Vereador;15000;GUILHERME EDUARDO ALVES DE MORAIS;GUILHERME DO COELHO;MDB;Eleito;2024;477;7613
CONCEIÇÃO DOS OUROS;Vereador;15618;JOSIMAR EDSON DE MORAES;PROFESSOR JOSIMAR;MDB;Eleito;2024;434;7613
