nm_municipio;ds_cargo;nr_candidato;nm_candidato;nm_urna_candidato;sg_partido;ds_sit_totalizacao;aa_eleicao;qt_votos_nom_validos;qt_votos_concorrentes
SÃO LOURENÇO;Vereador;40555;PATRICIA PEREIRA LESSA;PATRÍCIA LESSA;PSB;Eleito;2024;1264;24299
SÃO LOURENÇO;Vereador;55555;ELTON ALVES TAVARES;ELTON TAVARES;PSD;Eleito;2024;845;24299
SÃO LOURENÇO;Vereador;55640;RODRIGO MARTINS DE CARVALHO;RODRIGO DO CHIQUINHO;PSD;Eleito;2024;695;24299
SÃO LOURENÇO;Vereador;43210;HERBERT SANTO DE LIMA;HERBERT COLETIVA SEMEAR SL;PV;Eleito;2024;682;24299
SÃO LOURENÇO;Vereador;40444;WALDINEI ALVES FERREIRA;NEY DA SAÚDE;PSB;Eleito;2024;606;24299
SÃO LOURENÇO;Vereador;45000;RICARDO LUIZ NOGUEIRA;TODDY DO NEGA VEIA;PSDB;Eleito;2024;547;24299
SÃO LOURENÇO;Vereador;45045;MARCELO RIBEIRO DE OLIVEIRA;MARCELO DO JORNAL;PSDB;Eleito;2024;465;24299
SÃO LOURENÇO;Vereador;40040;PAULO GEOVANI SILVA DE ALMEIDA;PROFESSOR PAULO GIOVANI DEDÉ;PSB;Eleito;2024;449;24299
SÃO LOURENÇO;Vereador;11000;JAYSON MATHEUS RODRIGUES;JOSAFAZINHO RODRIGUES;PP;Eleito;2024;438;24299
SÃO LOURENÇO;Vereador;11555;MARIANE SILVA PAPINI;MARIANE PAPINI;PP;Eleito;2024;421;24299
SÃO LOURENÇO;Vereador;12123;DANIELA APARECIDA AMARAL BACHA;DANIELA BACHA;PDT;Eleito;2024;411;24299
SÃO LOURENÇO;Vereador;40123;AUCIONI RUFINO DE SOUZA;AUCIONI PROTETORA;PSB;Eleito;2024;388;24299
SÃO LOURENÇO;Vereador;45456;LUIZ ANTONIO DE ALMEIDA;LUIZINHO DA ORAÇÃO;PSDB;Eleito;2024;388;24299
SÃO MIGUEL DO ANTA;Vereador;44123;REGINALDO MÁRCIO MIRANDA;TUCA DE MARIZITA;UNIÃO;Eleito;2024;308;5327
SÃO MIGUEL DO ANTA;Vereador;45678;MARILENE RESENDE DE OLIVEIRA;MARILENE DE GETÚLIO;PSDB;Eleito;2024;243;5327
SÃO MIGUEL DO ANTA;Vereador;45666;RONALDO PINTO FONTES;RONALDO BARRALONGA;PSDB;Eleito;2024;243;5327
SÃO MIGUEL DO ANTA;Vereador;35123;ANA BÁRBARA FORTUNATO AQUINO;ANA BÁRBARA;PMB;Eleito;2024;203;5327
SÃO MIGUEL DO ANTA;Vereador;40789;GERALDO ELIAS DO CARMO LIMA;GERALDO ELIAS;PSB;Eleito;2024;200;5327
SÃO MIGUEL DO ANTA;Vereador;55000;MARCELINO MARTINS LOPES;MARCELINO DA SAÚDE;PSD;Eleito;2024;186;5327
SÃO MIGUEL DO ANTA;Vereador;15222;BRUNO AUGUSTO QUEIROZ BITTENCOURT;BRUNO ENFERMEIRO;MDB;Eleito;2024;175;5327
SÃO MIGUEL DO ANTA;Vereador;13456;JOSÉ MAURO TEIXEIRA;JOSÉ MAURO TEIXEIRA;PT;Eleito;2024;153;5327
SÃO MIGUEL DO ANTA;Vereador;55256;ROSIVAL ADALBERTO FONTES;ROSIVAL FONTES;PSD;Eleito;2024;145;5327
SÃO PEDRO DA UNIÃO;Vereador;45000;JOÃO PAULO RODRIGUES;JOÃO PAULO DA TORREFAÇÃO;PSDB;Eleito;2024;364;3612
SÃO PEDRO DA UNIÃO;Vereador;43000;ANDRE LUIZ DE SOUZA;SARGENTO SOUZA;PV;Eleito;2024;220;3612
SÃO PEDRO DA UNIÃO;Vereador;45555;ROBISON DE OLIVEIRA RIBEIRO;ROBISON;PSDB;Eleito;2024;203;3612
SÃO PEDRO DA UNIÃO;Vereador;55555;JOSUÉ TEIXEIRA MACHADO;JOSUÉ GAÚCHO;PSD;Eleito;2024;181;3612
SÃO PEDRO DA UNIÃO;Vereador;55000;ABEL ALEXANDRE CORREA;ABEL ALEXANDRE;PSD;Eleito;2024;166;3612
SÃO PEDRO DA UNIÃO;Vereador;25555;REINALDO DA SILVA AMARAL;REINALDO AMARAL;PRD;Eleito;2024;161;3612
SÃO PEDRO DA UNIÃO;Vereador;43222;REGINALDO DINIZ TORRES;NALDO DINIZ;PV;Eleito;2024;159;3612
SÃO PEDRO DA UNIÃO;Vereador;45600;ANTÔNIO MOACIR CUSTÓDIO FILHO;MOACIR MÔ MOTORISTA DA SAÚDE;PSDB;Eleito;2024;136;3612
SÃO PEDRO DA UNIÃO;Vereador;45445;JAIR LUIZ DA SILVA JUNIOR;JAIRZINHO LUIZ;PSDB;Eleito;2024;135;3612
SÃO PEDRO DO SUAÇUÍ;Vereador;10000;NILTON ALMEIDA JUNIOR;NILTÃO DIDI DA GROTA;REPUBLICANOS;Eleito;2024;390;3903
SÃO PEDRO DO SUAÇUÍ;Vereador;10123;ONOFRE DE ARAUJO;ONOFRE ANICETO;REPUBLICANOS;Eleito;2024;237;3903
SÃO PEDRO DO SUAÇUÍ;Vereador;77123;KAROLAINE DOS SANTOS;KAROL DA CINCO ILHAS;SOLIDARIEDADE;Eleito;2024;209;3903
SÃO PEDRO DO SUAÇUÍ;Vereador;13333;EDNO MAURO TEODORO ARAÚJO;MAURINHO MOTORISTA;PT;Eleito;2024;194;3903
SÃO PEDRO DO SUAÇUÍ;Vereador;55555;ADEMILSON JOSE DOS SANTOS;NEGO DA CINCO ILHAS;PSD;Eleito;2024;171;3903
SÃO PEDRO DO SUAÇUÍ;Vereador;77000;JOSE MARIA BARBOSA;DÉ BARBOSA;SOLIDARIEDADE;Eleito;2024;158;3903
SÃO PEDRO DO SUAÇUÍ;Vereador;77112;MARCELO GONÇALVES PEREIRA;MARCELO VOADOR;SOLIDARIEDADE;Eleito;2024;152;3903
SÃO PEDRO DO SUAÇUÍ;Vereador;77111;ANTONIO ALVES MONTEIRO;TONICO DO TAXI;SOLIDARIEDADE;Eleito;2024;145;3903
SÃO PEDRO DO SUAÇUÍ;Vereador;44444;ALCINEA RAYDAN EVANGELISTA;ALCINEA;UNIÃO;Eleito;2024;145;3903
SÃO PEDRO DOS FERROS;Vereador;11777;CARLA ALESANDRA NAZIARENO;CARLA LELÉ;PP;Eleito;2024;417;5044
SÃO PEDRO DOS FERROS;Vereador;11123;JULIANA CRISTINA DE SOUZA;JULIANA DO TENIR;PP;Eleito;2024;188;5044
SÃO PEDRO DOS FERROS;Vereador;55000;FRANCINEY MARTINS BONIFÁCIO;FRANCINEY MARTINS;PSD;Eleito;2024;174;5044
SÃO PEDRO DOS FERROS;Vereador;44611;NEUSA APARECIDA SERAFIM SILVA;NEUSA DA FARMACIA;UNIÃO;Eleito;2024;165;5044
SÃO PEDRO DOS FERROS;Vereador;10123;LUCAS MARTINS VIEIRA TAVARES;LUCAS MARTINS;REPUBLICANOS;Eleito;2024;160;5044
SÃO PEDRO DOS FERROS;Vereador;11011;EDMAR CAETANO SIMÃO;EDMAR SIMÃO;PP;Eleito;2024;155;5044
SÃO PEDRO DOS FERROS;Vereador;11520;JADERSON EMILIO;JADERSON;PP;Eleito;2024;139;5044
SÃO PEDRO DOS FERROS;Vereador;23789;GUILHERME MENDES NETTO;GUILHERME DE ZÉ NETO;CIDADANIA;Eleito;2024;135;5044
SÃO PEDRO DOS FERROS;Vereador;44789;PAULO HENRIQUE BRANDÃO FERREIRA;TICO DE CUSTODINHO;UNIÃO;Eleito;2024;128;5044
SÃO ROMÃO;Vereador;77111;YVES DE OLIVEIRA CACIQUINHO;YVES CACIQUINHO;SOLIDARIEDADE;Eleito;2024;316;5697
SÃO ROMÃO;Vereador;11111;CLARY ANNY BATISTA DA SILVEIRA LEMOS;CLARIANE DE ZÉ LUIZ;PP;Eleito;2024;307;5697
SÃO ROMÃO;Vereador;15111;ANTONIO ILDEU RIBEIRO FILHO;ILDEU RIBEIRO;MDB;Eleito;2024;301;5697
SÃO ROMÃO;Vereador;45133;ROBSON ALVES BARROSO;ROBSON BARROSO;PSDB;Eleito;2024;300;5697
SÃO ROMÃO;Vereador;15000;ALAINE SOARES CARDOSO CACIQUINHO;ALÂINE SOARES;MDB;Eleito;2024;298;5697
SÃO ROMÃO;Vereador;55111;SOLON BATISTA CAVALCANTI FILHO;SOLON CAVALCANTI;PSD;Eleito;2024;290;5697
SÃO ROMÃO;Vereador;55999;PEDRO HENRIQUE DOS SANTOS SIMÕES;PEDRO SIMÕES;PSD;Eleito;2024;284;5697
SÃO ROMÃO;Vereador;11000;PEDRO GILVAN DE ALMEIDA TORRES;GILVAN TORRES;PP;Eleito;2024;271;5697
SÃO ROMÃO;Vereador;45678;JOAO BATISTA MACIEL;VICAO PROFESSOR;PSDB;Eleito;2024;229;5697
SÃO ROQUE DE MINAS;Vereador;55555;KAIQUE BERNARDES FERREIRA;KAIQUE BERNARDES;PSD;Eleito;2024;497;4695
SÃO ROQUE DE MINAS;Vereador;22123;CLAUDEIR CARLOS DE ARAUJO;CLAUDEIR DOS LEITES;PL;Eleito;2024;319;4695
SÃO ROQUE DE MINAS;Vereador;22222;GUILHERME HENRIQUE LEITE;GUILHERME CAZEQUINHA;PL;Eleito;2024;270;4695
SÃO ROQUE DE MINAS;Vereador;44000;ELIEL MARCOS DA COSTA ALVES;ELIEL GUILHERMINA;UNIÃO;Eleito;2024;268;4695
SÃO ROQUE DE MINAS;Vereador;44123;THOMAZ PEREIRA BORGES;THOMAZ BORGES;UNIÃO;Eleito;2024;235;4695
SÃO ROQUE DE MINAS;Vereador;44444;MARIA LUIZA MODESTO;MARIA LUIZA;UNIÃO;Eleito;2024;232;4695
SÃO ROQUE DE MINAS;Vereador;11123;VALDEIR BERNARDES RABELO;VALDEIR RABELO;PP;Eleito;2024;207;4695
SÃO ROQUE DE MINAS;Vereador;22350;HEDER LOPES FLORENTINO;HEDER ZULU DETETIVE;PL;Eleito;2024;179;4695
SÃO ROQUE DE MINAS;Vereador;55111;MICHEL DOUGLAS DE SOUZA;MICHEL DOUGLAS;PSD;Eleito;2024;137;4695
SÃO SEBASTIÃO DA BELA VISTA;Vereador;25123;GERSON ARLINDO DE SOUZA;GERSON ARLINDO;PRD;Eleito;2024;402;5185
SÃO SEBASTIÃO DA BELA VISTA;Vereador;55500;GUILHERME LÚCIO DE PAIVA;GUILHERME PAIVA;PSD;Eleito;2024;362;5185
SÃO SEBASTIÃO DA BELA VISTA;Vereador;44455;QUEDES CUNHA;KEDINHO;UNIÃO;Eleito;2024;358;5185
SÃO SEBASTIÃO DA BELA VISTA;Vereador;44044;JOÃO CARLOS DE OLIVEIRA;JOÃO CARLOS DAS FURNAS;UNIÃO;Eleito;2024;346;5185
SÃO SEBASTIÃO DA BELA VISTA;Vereador;25600;ALEFI GABRIEL JANUARIO;BIEL DO SANTANAL;PRD;Eleito;2024;340;5185
SÃO SEBASTIÃO DA BELA VISTA;Vereador;25300;ANTONIO APARECIDO DE GODOY;TONINHO BEIRA SERRA;PRD;Eleito;2024;302;5185
SÃO SEBASTIÃO DA BELA VISTA;Vereador;44444;FRANCIELE DE OLIVEIRA GOMES NORA LACERDA;FRAN;UNIÃO;Eleito;2024;298;5185
SÃO SEBASTIÃO DA BELA VISTA;Vereador;10100;PEDRO FERNANDES;PEDRO BIAL;REPUBLICANOS;Eleito;2024;262;5185
SÃO SEBASTIÃO DA BELA VISTA;Vereador;55456;ELIZEU BORGES;ELIZEU BORGES;PSD;Eleito;2024;227;5185
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;33333;JOAO BATISTA BRENO JUNIOR;DR  JOAO BRENO;MOBILIZA;Eleito;2024;268;2733
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;44111;MARIA NAZARE PEDROSA RODRIGUES;NAZARE PEDROSA;UNIÃO;Eleito;2024;245;2733
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;77123;JOSÉ MARCOS MARTINS;MARQUINHO DONATO;SOLIDARIEDADE;Eleito;2024;243;2733
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;44123;SANDRA APARECIDA GONZAGA DE OLIVEIRA;SANDRA DA SAÚDE;UNIÃO;Eleito;2024;221;2733
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;77777;CRISTIANI OLIVEIRA PINTO BRIGUENTE;CRISTIANI BRIGUENTE;SOLIDARIEDADE;Eleito;2024;211;2733
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;33000;MAURILIO ROSA DE ALMEIDA FILHO;MAURINHO DO MURILO ROSA;MOBILIZA;Eleito;2024;184;2733
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;44555;WALDECI APARECIDO BRIGUENTE;WALDECI BRIGUENTE;UNIÃO;Eleito;2024;183;2733
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;44222;DANIELA APARECIDA MOURA;DANIELA MOURA;UNIÃO;Eleito;2024;156;2733
SÃO SEBASTIÃO DA VARGEM ALEGRE;Vereador;33999;CARLOS HENRIQUE JULIANI;CARLINHOS JULIANI;MOBILIZA;Eleito;2024;131;2733
SÃO SEBASTIÃO DO ANTA;Vereador;45045;EUGÊNIO FERREIRA DA SILVA PIRES;GENIN DA AGRICULTURA;PSDB;Eleito;2024;373;4431
SÃO SEBASTIÃO DO ANTA;Vereador;15555;VANDERLEY FERNANDES LEAL;VANDERLEY FERNANDES;MDB;Eleito;2024;289;4431
SÃO SEBASTIÃO DO ANTA;Vereador;45200;LEONARDO DA VINCE DO VAL SILVA;LÉO DO GÁS;PSDB;Eleito;2024;270;4431
SÃO SEBASTIÃO DO ANTA;Vereador;45612;SEBASTIÃO CUSTÓDIO DE MELO;TATÃO CUSTÓDIO;PSDB;Eleito;2024;254;4431
SÃO SEBASTIÃO DO ANTA;Vereador;45625;JOSÉ DO CARMO DOS SANTOS;ZÉ GABRIEL;PSDB;Eleito;2024;239;4431
SÃO SEBASTIÃO DO ANTA;Vereador;45123;MARILAINE JACINTO FREITAS COSTA;MARILAINE DO CISQUINHO;PSDB;Eleito;2024;232;4431
SÃO SEBASTIÃO DO ANTA;Vereador;70456;ADELMO PACHECO MARCELINO;ADELMO CASTRO;AVANTE;Eleito;2024;202;4431
SÃO SEBASTIÃO DO ANTA;Vereador;15015;ANDREA ANDRADE CORREA DUARTE;ANDREA DA APAE;MDB;Eleito;2024;168;4431
SÃO SEBASTIÃO DO ANTA;Vereador;10123;DINALVA RITA DE JESUS;LORA DA SAÚDE;REPUBLICANOS;Eleito;2024;167;4431
SÃO SEBASTIÃO DO MARANHÃO;Vereador;45555;PEDRO NAZARÉ CAMPOS;PEDRO CAMPOS;PSDB;Eleito;2024;880;6141
SÃO SEBASTIÃO DO MARANHÃO;Vereador;45666;LUCIMAR VIEIRA GASPAR;LUCIMAR GASPAR;PSDB;Eleito;2024;494;6141
SÃO SEBASTIÃO DO MARANHÃO;Vereador;22345;JULIO CESAR DIAS DA SILVA;JULIO CESAR;PL;Eleito;2024;400;6141
SÃO SEBASTIÃO DO MARANHÃO;Vereador;33333;AMAURI VITOR ALVES DOS SANTOS;AMAURI;MOBILIZA;Eleito;2024;391;6141
SÃO SEBASTIÃO DO MARANHÃO;Vereador;33222;ELIMARC GOMES RODRIGUES;ELIMARC PEDREIRO;MOBILIZA;Eleito;2024;389;6141
SÃO SEBASTIÃO DO MARANHÃO;Vereador;45222;ADILSON PARANHOS;ADILSON PARANHOS;PSDB;Eleito;2024;377;6141
SÃO SEBASTIÃO DO MARANHÃO;Vereador;33666;IDELMA VIEIRA DOS SANTOS PEREIRA;IDELMA DO SEU LORO;MOBILIZA;Eleito;2024;362;6141
SÃO SEBASTIÃO DO MARANHÃO;Vereador;22456;ANTONIO FRANCISCO FIGUEIREDO;CHIQUINHO SINADÁVIO;PL;Eleito;2024;326;6141
SÃO SEBASTIÃO DO MARANHÃO;Vereador;45444;IDAIR SOARES PEREIRA;IDAIR DA SAÚDE;PSDB;Eleito;2024;200;6141
SÃO SEBASTIÃO DO OESTE;Vereador;10000;STELLA MAÍRA DIAS MENDES;STELLA DIAS;REPUBLICANOS;Eleito;2024;420;6332
SÃO SEBASTIÃO DO OESTE;Vereador;77700;ADLSON TAVARES DE CASTRO;ADLSON DO PISO;SOLIDARIEDADE;Eleito;2024;383;6332
SÃO SEBASTIÃO DO OESTE;Vereador;77000;JOSÉ FABIO SANTOS DE ALMEIDA;FABÃO DO ESPORTE;SOLIDARIEDADE;Eleito;2024;300;6332
SÃO SEBASTIÃO DO OESTE;Vereador;10789;FRANCISCO DE SOUZA PAULINO;CHIQUINHO DA JOANA;REPUBLICANOS;Eleito;2024;298;6332
SÃO SEBASTIÃO DO OESTE;Vereador;33610;JOÃO APARECIDO PRATA;JOÃO PRATA;MOBILIZA;Eleito;2024;281;6332
SÃO SEBASTIÃO DO OESTE;Vereador;15555;SIRLAN MELO DOS SANTOS;SIRLAN SANTOS;MDB;Eleito;2024;244;6332
SÃO SEBASTIÃO DO OESTE;Vereador;12123;UANDERSON GERALDO XAVIER;UANDERSON XAVIER;PDT;Eleito;2024;236;6332
SÃO SEBASTIÃO DO OESTE;Vereador;10333;CLAUDIANO JUNIOR TAVARES;CLAUDIANO DO ZIZICO;REPUBLICANOS;Eleito;2024;221;6332
SÃO SEBASTIÃO DO OESTE;Vereador;15123;DORINATO ARTUR SOARES;DORINATO SOARES;MDB;Eleito;2024;187;6332
SÃO SEBASTIÃO DO PARAÍSO;Vereador;22222;PAULO CESAR DE SOUZA;TATUZINHO;PL;Eleito;2024;1745;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;55777;RONEY WALDEMAR DE OLIVEIRA VILAÇA;RONEY VILAÇA INVESTIGADOR;PSD;Eleito;2024;1710;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;33456;DAIANE JESUS DE OLIVEIRA ANDRADE;DAIANE ANDRADE;MOBILIZA;Eleito;2024;1451;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;10123;LUIZ BENEDITO DE PAULA;LUIZ DE PAULA;REPUBLICANOS;Eleito;2024;1244;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;30333;JULIANO CARLOS REIS;BIJULIANO REIS;NOVO;Eleito;2024;1153;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;77888;LISANDRO JOSÉ MONTEIRO;LISANDRO MONTEIRO;SOLIDARIEDADE;Eleito;2024;1002;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;10789;ANTONIO CESAR PICIRILO;TONINHO PICIRILO;REPUBLICANOS;Eleito;2024;972;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;55555;JOSÉ LUIZ DAS GRAÇAS;ZÉ LUIZ DO SUPERMERCADO ÉRIKA;PSD;Eleito;2024;909;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;55123;MARCOS ANTONIO VITORINO;MARCÃO;PSD;Eleito;2024;880;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;30030;MARIA APARECIDA CERIZE RAMOS;CIDINHA CERIZE;NOVO;Eleito;2024;847;33715
SÃO SEBASTIÃO DO PARAÍSO;Vereador;77333;LAIS PIMENTA DE CARVALHO SACODA;LAIS CARVALHO ADVOGADA;SOLIDARIEDADE;Eleito;2024;747;33715
SÃO SEBASTIÃO DO RIO PRETO;Vereador;22345;PAULO DE LIMA E SOUZA;PAULO DO JOAO ALIPIO;PL;Eleito;2024;177;1664
SÃO SEBASTIÃO DO RIO PRETO;Vereador;55963;JERRY ADRIANO DA SILVA;JERRY DO DEDÉ;PSD;Eleito;2024;142;1664
SÃO SEBASTIÃO DO RIO PRETO;Vereador;55555;FERNANDO DA SILVA SOARES;FERNANDO DO PIRULITO;PSD;Eleito;2024;134;1664
SÃO SEBASTIÃO DO RIO PRETO;Vereador;22222;PAULO EUZEBIO DE OLIVEIRA LACERDA;PAULINHO DO DIDI;PL;Eleito;2024;114;1664
SÃO SEBASTIÃO DO RIO PRETO;Vereador;55444;JOSE VALNEI FERREIRA DE SOUZA;VALNEI DA TITA;PSD;Eleito;2024;113;1664
SÃO SEBASTIÃO DO RIO PRETO;Vereador;22369;JOSE EUGENIO GONÇALVES;ZÉ EUGÊNIO;PL;Eleito;2024;113;1664
SÃO SEBASTIÃO DO RIO PRETO;Vereador;45123;OLDAIR JOSE GONÇALVES DA SILVA;DAÍ DO DITO;PSDB;Eleito;2024;109;1664
SÃO SEBASTIÃO DO RIO PRETO;Vereador;55678;JARDEL VIEIRA NASCENTE SILVA;JARDEL MOREIRINHA;PSD;Eleito;2024;103;1664
SÃO SEBASTIÃO DO RIO PRETO;Vereador;45555;NEIDE MARIA DE OLIVEIRA;NEIDE;PSDB;Eleito;2024;90;1664
SÃO SEBASTIÃO DO RIO VERDE;Vereador;55555;YARA REGINA PAES PINTO;YARA;PSD;Eleito;2024;135;1864
SÃO SEBASTIÃO DO RIO VERDE;Vereador;40333;GABRIEL ALEXANDRE;GABRIEL;PSB;Eleito;2024;116;1864
SÃO SEBASTIÃO DO RIO VERDE;Vereador;55123;SILVONEI MESSIAS GONCALVES;SILVONEI;PSD;Eleito;2024;102;1864
SÃO SEBASTIÃO DO RIO VERDE;Vereador;11000;SAMANTA ELLEN DOS SANTOS;SAMANTA DA SAÚDE;PP;Eleito;2024;99;1864
SÃO SEBASTIÃO DO RIO VERDE;Vereador;13000;ALINE NEGREIROS ARAÚJO;ALINE DA MÁRCIA;PT;Eleito;2024;94;1864
SÃO SEBASTIÃO DO RIO VERDE;Vereador;44234;ANTONIO RIBEIRO NETO;TONINHO DO NIQUINHO;UNIÃO;Eleito;2024;82;1864
SÃO SEBASTIÃO DO RIO VERDE;Vereador;22789;MARCELO MACIEL GOMES;MARCELO PINTOR;PL;Eleito;2024;75;1864
SÃO SEBASTIÃO DO RIO VERDE;Vereador;22123;CARLOS ROGERIO BARBOSA;ROGERIO ENFERMEIRO;PL;Eleito;2024;69;1864
SÃO SEBASTIÃO DO RIO VERDE;Vereador;55222;MANOEL ARI RIBEIRO CALCADA;MANOEL ARI;PSD;Eleito;2024;61;1864
SÃO THOMÉ DAS LETRAS;Vereador;40321;ULISSES DE SOUZA OLIVEIRA;ULISSES;PSB;Eleito;2024;149;4162
SÃO THOMÉ DAS LETRAS;Vereador;12147;BENEDITO JEREMIAS DE SOUZA;JEREMIAS;PDT;Eleito;2024;138;4162
SÃO THOMÉ DAS LETRAS;Vereador;44123;GABRIEL NORONHA JUNQUEIRA MACIEL;GABRIEL NORONHA;UNIÃO;Eleito;2024;128;4162
SÃO THOMÉ DAS LETRAS;Vereador;11333;TOME FERNANDO COSTA;NANDINHO TULIZA;PP;Eleito;2024;125;4162
SÃO THOMÉ DAS LETRAS;Vereador;12111;DEYVISON JUNIOR FONSECA;DEIVINHO;PDT;Eleito;2024;123;4162
SÃO THOMÉ DAS LETRAS;Vereador;55444;VANTUIR DA SILVA REZENDE;PALITO;PSD;Eleito;2024;114;4162
SÃO THOMÉ DAS LETRAS;Vereador;13000;MELANIE JUNQUEIRA MACIEL ALCKMIN;MEL ASSISTENTE SOCIAL;PT;Eleito;2024;108;4162
SÃO THOMÉ DAS LETRAS;Vereador;70369;ADRIANO BATISTA MOREIRA;ADRIANO JILÓ;AVANTE;Eleito;2024;90;4162
SÃO THOMÉ DAS LETRAS;Vereador;15007;LUIZ CARLOS DE SOUZA;BARRANCO;MDB;Eleito;2024;69;4162
SÃO TIAGO;Vereador;18888;MARIANA LOURDES VIEIRA SILVA;MARIANA DO RAIMUNDO;REDE;Eleito;2024;511;7122
SÃO TIAGO;Vereador;25123;WHANDERSON DELITON INÁCIO;ANDINHO DA LÉ;PRD;Eleito;2024;470;7122
SÃO TIAGO;Vereador;25555;WILLIAN REIS DE CASTRO;WILLIAN TICO E TECO;PRD;Eleito;2024;369;7122
SÃO TIAGO;Vereador;25835;SAMUEL RESENDE;GATO SECO;PRD;Eleito;2024;359;7122
SÃO TIAGO;Vereador;33123;EDUARDO KENNEDY MARTINS;EDUARDO MARTINS;MOBILIZA;Eleito;2024;358;7122
SÃO TIAGO;Vereador;25000;JEAN CARLOS DE ALMEIDA;JEAN DO JOÃO BOLERO;PRD;Eleito;2024;350;7122
SÃO TIAGO;Vereador;18180;CARLOS HENRIQUE CAMPOS;CARLINHOS;REDE;Eleito;2024;244;7122
SÃO TIAGO;Vereador;22640;JOSE VANDERLEI CARDOSO;VANDERLEI CARDOSO;PL;Eleito;2024;231;7122
SÃO TIAGO;Vereador;55789;EVERALDO JOSE DE ALMEIDA;EVERALDO MANDIOCA;PSD;Eleito;2024;176;7122
SÃO TOMÁS DE AQUINO;Vereador;22222;MARCOS FONTANA FILHO;MARQUINHO FONTANA;PL;Eleito;2024;709;4600
SÃO TOMÁS DE AQUINO;Vereador;22250;VALDINEI VIEIRA DOS SANTOS;NEI;PL;Eleito;2024;349;4600
SÃO TOMÁS DE AQUINO;Vereador;55000;ELTON CESAR DO NASCIMENTO;ELTON NASCIMENTO;PSD;Eleito;2024;216;4600
SÃO TOMÁS DE AQUINO;Vereador;55200;RONE VON DE CARVALHO;DIDI;PSD;Eleito;2024;198;4600
SÃO TOMÁS DE AQUINO;Vereador;55111;ELVIS RODRIGO PESSONI;ELVIS PESSONI;PSD;Eleito;2024;180;4600
SÃO TOMÁS DE AQUINO;Vereador;10444;JOSEMAR ALMEIDA DE JESUS;JOSA DO GAS;REPUBLICANOS;Eleito;2024;167;4600
SÃO TOMÁS DE AQUINO;Vereador;22333;GEORGE DOS REIS SOUZA;JORGINHO DA AMBULANCIA;PL;Eleito;2024;164;4600
SÃO TOMÁS DE AQUINO;Vereador;45111;AIRTON JERONIMO;AIRTON COELHO;PSDB;Eleito;2024;136;4600
SÃO TOMÁS DE AQUINO;Vereador;12012;JOANES NETO DA CRUZ;JONAS DA BICICLETARIA;PDT;Eleito;2024;132;4600
SÃO VICENTE DE MINAS;Vereador;55555;JONAS ANDERSON RIBEIRO;JONAS LEITE;PSD;Eleito;2024;350;4540
SÃO VICENTE DE MINAS;Vereador;22555;SELMA MARIA DE PAULA PEREIRA;SELMA DO AÇOUGUE;PL;Eleito;2024;321;4540
SÃO VICENTE DE MINAS;Vereador;15111;MIGUEL DONISETE GONÇALVES;MIGUEL;MDB;Eleito;2024;287;4540
SÃO VICENTE DE MINAS;Vereador;22000;ARIANE GUIMARÃES REIS SILVA PAULSEN;ARIANE PROFESSORA;PL;Eleito;2024;245;4540
SÃO VICENTE DE MINAS;Vereador;15444;SÉRGIO TEIXEIRA GOMES;SERGINHO;MDB;Eleito;2024;244;4540
SÃO VICENTE DE MINAS;Vereador;55055;DEOCLÉCIO GODINHO DA FONSECA;DEOCLÉCIO;PSD;Eleito;2024;188;4540
SÃO VICENTE DE MINAS;Vereador;55125;JOÃO BATISTA FELIPE;JOÃO FELIPE;PSD;Eleito;2024;184;4540
SÃO VICENTE DE MINAS;Vereador;55000;MARLON EXPEDITO DE AQUINO;MARLON ENFERMEIRO;PSD;Eleito;2024;157;4540
SÃO VICENTE DE MINAS;Vereador;11345;ELIAS RAMOS DIAS;ELIAS DIAS;PP;Eleito;2024;113;4540
TABULEIRO;Vereador;11123;MARTA HELENA DE OLIVEIRA SILVA;PRETINHA DO JACUBA;PP;Eleito;2024;240;3405
TABULEIRO;Vereador;10123;FRANCISCO GUILHERME MOREIRA FERRAZ;CHIQUINHO FERRAZ;REPUBLICANOS;Eleito;2024;231;3405
TABULEIRO;Vereador;55123;ELIDA AMARAL FARIA;ELIDA AMARAL;PSD;Eleito;2024;192;3405
TABULEIRO;Vereador;11222;MARCUS LEANDRO CLEMENTINO DA SILVA;LÊ;PP;Eleito;2024;139;3405
